0,82,86
1,264,129
2,216,129
3,178,86
4,164,43
5,226,86
6,274,86
7,322,86
8,403,43
9,370,86
10,418,86
11,466,86
12,409,129
13,361,129
14,451,43
15,498,43
16,68,43
17,212,43
18,130,86
19,260,43
20,355,43
21,312,129
22,116,43
23,168,129
24,307,43
25,120,129
30,480,0
31,48,0
32,96,0
33,144,0
34,192,0
35,240,0
36,288,0
37,336,0
38,384,0
39,432,0
41,-1,0
42,528,0
43,576,0
44,546,43
45,594,43
46,624,0
47,514,86
48,562,86
49,457,129
50,505,129
51,553,129
60,174,172
